26057853;41.18035;-8.59204;-0.1499594;0.7187327
26057854;41.18017;-8.591809;-0.1499554;0.7187295
26057855;41.17968;-8.591738;-0.1499541;0.7187209
26057856;41.17944;-8.592082;-0.1499601;0.7187167
26057857;41.17948;-8.592642;-0.1499699;0.7187175
26057858;41.17976;-8.592906;-0.1499745;0.7187223
26122713;41.17311;-8.59472;-0.1500062;0.7186064
26122714;41.17342;-8.594798;-0.1500075;0.7186117
26122715;41.1753;-8.593762;-0.1499895;0.7186445
26122716;41.17518;-8.594015;-0.1499939;0.7186425
26122717;41.17591;-8.593556;-0.1499858;0.7186552
26122718;41.17681;-8.593349;-0.1499822;0.7186709
26122719;41.1771;-8.593305;-0.1499815;0.718676
26122720;41.17999;-8.593001;-0.1499762;0.7187263
26122721;41.18055;-8.592943;-0.1499752;0.7187362
26122722;41.18153;-8.592938;-0.1499751;0.7187533
26122784;41.18077;-8.593171;-0.1499791;0.71874
26122785;41.1803;-8.593175;-0.1499792;0.7187319
26122786;41.17962;-8.593248;-0.1499805;0.71872
26122787;41.17712;-8.593508;-0.149985;0.7186763
26122788;41.17683;-8.593552;-0.1499858;0.7186712
26122789;41.17591;-8.593761;-0.1499894;0.7186552
112653406;41.17961;-8.59281;-0.1499728;0.7187197
112653914;41.17953;-8.591872;-0.1499565;0.7187185
112653915;41.17941;-8.592318;-0.1499642;0.7187162
112654450;41.18004;-8.591718;-0.1499538;0.7187272
112654452;41.17983;-8.591682;-0.1499531;0.7187236
287458429;41.18129;-8.604646;-0.1501794;0.7187492
287458440;41.17928;-8.605655;-0.150197;0.718714
287458442;41.1796;-8.605463;-0.1501937;0.7187195
297369724;41.17547;-8.591486;-0.1499497;0.7186475
297369726;41.17428;-8.590488;-0.1499323;0.7186267
297369728;41.17311;-8.589509;-0.1499152;0.7186064
297369729;41.17304;-8.589447;-0.1499141;0.7186052
297369739;41.17476;-8.590866;-0.1499389;0.7186352
401623786;41.17382;-8.592587;-0.1499689;0.7186188
411504967;41.17371;-8.605257;-0.1501901;0.7186167
411504977;41.17468;-8.599753;-0.150094;0.7186337
411504979;41.17395;-8.600734;-0.1501111;0.718621
411504981;41.17384;-8.600998;-0.1501157;0.7186191
411504984;41.17379;-8.601234;-0.1501199;0.7186182
411504986;41.17376;-8.601566;-0.1501257;0.7186177
411504987;41.17371;-8.60358;-0.1501608;0.7186168
411504995;41.17181;-8.598047;-0.1500642;0.7185837
411504997;41.17222;-8.598296;-0.1500686;0.7185908
411504999;41.17337;-8.598979;-0.1500805;0.7186109
411835382;41.17227;-8.597513;-0.1500549;0.7185917
411835384;41.17262;-8.596466;-0.1500366;0.7185978
411835385;41.17271;-8.596519;-0.1500376;0.7185994
411835386;41.17347;-8.596962;-0.1500453;0.7186126
411835387;41.17376;-8.59713;-0.1500482;0.7186177
411835388;41.17434;-8.597652;-0.1500573;0.7186278
411835389;41.17472;-8.598001;-0.1500634;0.7186344
411835390;41.17484;-8.598178;-0.1500665;0.7186365
411835391;41.17485;-8.598403;-0.1500704;0.7186368
411835393;41.17469;-8.599627;-0.1500918;0.7186339
411835470;41.17204;-8.598188;-0.1500667;0.7185876
412246600;41.17855;-8.606323;-0.1502087;0.7187013
412246602;41.17639;-8.603919;-0.1501667;0.7186635
412246603;41.17653;-8.603923;-0.1501668;0.718666
412246604;41.17671;-8.604003;-0.1501682;0.7186692
412246606;41.17698;-8.604337;-0.150174;0.7186739
412246607;41.17762;-8.605254;-0.15019;0.7186851
412246608;41.17835;-8.606237;-0.1502072;0.7186978
412247985;41.17638;-8.603765;-0.150164;0.7186635
412247991;41.17672;-8.602757;-0.1501464;0.7186693
412247996;41.17682;-8.602172;-0.1501362;0.7186711
412248000;41.17678;-8.601951;-0.1501324;0.7186703
412248004;41.17661;-8.601693;-0.1501279;0.7186674
412248006;41.176;-8.600886;-0.1501138;0.7186568
412248011;41.1759;-8.600744;-0.1501113;0.718655
412248019;41.1758;-8.600197;-0.1501018;0.7186534
412249442;41.1737;-8.603764;-0.150164;0.7186167
412249443;41.1745;-8.603812;-0.1501649;0.7186307
412249444;41.17498;-8.60384;-0.1501653;0.718639
412249445;41.17526;-8.603856;-0.1501656;0.7186439
412249446;41.1762;-8.603909;-0.1501665;0.7186602
412249448;41.175;-8.599947;-0.1500974;0.7186394
412249449;41.1752;-8.600069;-0.1500995;0.7186428
412249450;41.17541;-8.600165;-0.1501012;0.7186464
412249451;41.17612;-8.600151;-0.1501009;0.7186589
420776939;41.17646;-8.60001;-0.1500985;0.7186648
420776943;41.17793;-8.599245;-0.1500851;0.7186905
420776945;41.18033;-8.598083;-0.1500649;0.7187323
420777494;41.1739;-8.600844;-0.150113;0.7186202
420807840;41.18204;-8.597239;-0.1500501;0.7187623
430006694;41.17848;-8.598961;-0.1500802;0.7187001
430006697;41.18023;-8.60515;-0.1501882;0.7187306
430012027;41.1764;-8.597526;-0.1500551;0.7186638
430012028;41.17644;-8.597821;-0.1500603;0.7186644
430012030;41.17681;-8.599139;-0.1500833;0.7186708
430012057;41.17606;-8.597052;-0.1500469;0.7186578
430012058;41.17606;-8.597285;-0.1500509;0.7186577
432578781;41.17725;-8.599599;-0.1500913;0.7186787
432578798;41.17422;-8.586638;-0.1498651;0.7186257
432578810;41.17299;-8.598751;-0.1500765;0.7186043
432578813;41.17376;-8.599207;-0.1500845;0.7186177
432578817;41.17477;-8.598977;-0.1500805;0.7186354
432578823;41.17359;-8.589907;-0.1499221;0.7186148
432578826;41.17699;-8.596059;-0.1500295;0.718674
432578827;41.17694;-8.595888;-0.1500265;0.7186733
432578828;41.17692;-8.595286;-0.1500161;0.7186729
432578829;41.17751;-8.588006;-0.149889;0.7186831
432578830;41.1761;-8.595953;-0.1500277;0.7186585
432578831;41.17543;-8.594192;-0.1499969;0.7186468
432578842;41.17474;-8.588583;-0.1498991;0.7186347
432578845;41.1749;-8.589197;-0.1499098;0.7186376
432578847;41.17503;-8.589873;-0.1499216;0.7186399
432578848;41.17531;-8.590504;-0.1499326;0.7186447
432578849;41.17632;-8.591585;-0.1499514;0.7186623
432578851;41.17683;-8.591509;-0.1499501;0.7186712
432578852;41.17584;-8.593301;-0.1499814;0.718654
432578853;41.17519;-8.593524;-0.1499853;0.7186427
432578854;41.17469;-8.592427;-0.1499662;0.7186339
432578855;41.17394;-8.591138;-0.1499436;0.7186208
432578856;41.17341;-8.590169;-0.1499267;0.7186115
432578858;41.17475;-8.592408;-0.1499658;0.7186349
432578859;41.17429;-8.592511;-0.1499676;0.7186269
432578860;41.17334;-8.592665;-0.1499703;0.7186103
432578861;41.17286;-8.592876;-0.149974;0.7186019
432578862;41.17245;-8.593091;-0.1499777;0.7185948
432578863;41.1721;-8.59335;-0.1499823;0.7185887
432578864;41.17193;-8.593459;-0.1499842;0.7185858
432578901;41.17509;-8.59431;-0.149999;0.7186409
432578906;41.17458;-8.594516;-0.1500026;0.718632
432578908;41.17408;-8.594823;-0.150008;0.7186232
432578916;41.17331;-8.595182;-0.1500142;0.7186099
432578919;41.17246;-8.595844;-0.1500258;0.718595
432578922;41.17241;-8.595934;-0.1500273;0.7185941
432578925;41.17241;-8.596037;-0.1500292;0.7185941
432578930;41.17258;-8.596395;-0.1500354;0.7185972
432578938;41.17322;-8.59807;-0.1500646;0.7186082
432578945;41.174;-8.598519;-0.1500725;0.7186218
435240898;41.17599;-8.595592;-0.1500214;0.7186565
435240906;41.1778;-8.598452;-0.1500713;0.7186882
