663859697;41.16367;-8.538966;-0.1490331;0.7184415
663859698;41.16361;-8.538638;-0.1490273;0.7184406
663859699;41.16355;-8.538209;-0.1490199;0.7184395
663859700;41.16336;-8.537704;-0.1490111;0.7184361
663859701;41.16292;-8.536611;-0.148992;0.7184285
1640406735;41.16405;-8.540087;-0.1490526;0.7184482
1903206835;41.16212;-8.535149;-0.1489664;0.7184145
1903206836;41.16281;-8.536366;-0.1489877;0.7184266
1903206837;41.16238;-8.535486;-0.1489723;0.7184191
1903206838;41.16265;-8.535996;-0.1489812;0.7184237
1903206839;41.16249;-8.535626;-0.1489748;0.7184209
2791602843;41.16188;-8.534676;-0.1489582;0.7184104
