4306661;26057853;3713963415;
4306661;3713963415;3713963413;
4306661;3713963413;26057854;
4306661;26057854;3713963408;
4306661;3713963408;112654450;
4306661;112654450;3713963403;
4306661;3713963403;3713963401;
4306661;3713963401;112654452;
4306661;112654452;3713963399;
4306661;3713963399;26057855;
4306661;26057855;3713963397;
4306661;3713963397;112653914;
4306661;112653914;3713963395;
4306661;3713963395;26057856;
4306661;26057856;3713963392;
4306661;3713963392;112653915;
4306661;112653915;3713963393;
4306661;3713963393;3713963394;
4306661;3713963394;26057857;
4306661;26057857;3713963396;
4306661;3713963396;112653406;
4306661;112653406;3713963398;
4306661;3713963398;26057858;
4306661;26057858;3713963400;
4306661;3713963400;26122720;
26248559;4378186376;4378186209;
26248559;4378186209;4378186138;
26248559;4378186138;2156104173;
26248559;2156104173;4378185977;
26248559;4378185977;4378185958;
26248559;4378185958;287458429;
26248559;287458429;2156098702;
26248559;2156098702;4378185663;
26248559;4378185663;2156104175;
26248559;2156104175;4378185615;
26248559;4378185615;430006697;
26248559;430006697;287458442;
26248559;287458442;287458440;
26248559;287458440;3554953684;
26248559;3554953684;4210849144;
26248559;4210849144;4210849143;
26248559;4210849143;4202779474;
26248559;4202779474;412246600;
27103792;4478069058;297369724;
27103792;297369724;4478069059;
27103792;4478069059;297369739;
27103792;297369739;4478069033;
27103792;4478069033;297369726;
27103792;297369726;432578823;
27103792;432578823;4393941395;
27103792;4393941395;297369728;
27103792;297369728;297369729;
35078500;411504977;411504979;
35078500;411504979;420777494;
35078500;420777494;411504981;
35078500;411504981;4590506320;
35078500;4590506320;411504984;
35078500;411504984;411504986;
35078500;411504986;4455723315;
35078500;4455723315;411504987;
35078500;411504987;412249442;
35078500;412249442;2084090872;
35078500;2084090872;3554953622;
35078500;3554953622;411504967;
35078501;411504995;411835470;
35078501;411835470;411504997;
35078501;411504997;445439284;
35078501;445439284;432578810;
35078501;432578810;411504999;
35078501;411504999;432578813;
35078501;432578813;445439290;
35078501;445439290;411504977;
35105021;420777494;445439255;
35105021;445439255;445439258;
35105021;445439258;445439261;
35105021;445439261;1223751575;
35145152;412249442;2072674371;
35145152;2072674371;2072674370;
35145152;2072674370;412249443;
35145152;412249443;4517268370;
35145152;4517268370;412249444;
35145152;412249444;412249445;
